,HOF,WAR,BBSB_Norm,IBB_Norm,AB,SF_Norm,HR_Norm,SO_Norm,SH_Norm,HBP_Norm,SP,ASG,G,AVG,OBP,SLG,R_Norm,DB_Norm,TP_Norm,RBI_Norm,SB_Norm,CS_Norm,GIDP_Norm,BB_Norm,DBTP_Norm,PC_1
595,0,0.471180215,0.1073602656,0.0152185944,3614,0.0105146652,0.0105146652,0.160486995,0.0113447703,0.005810736,15,0,1279,263,332,348,0.0993359159,0.0492529054,0.0022136137,0.1115107914,0.0049806309,0.0074709463,0.0329275042,0.1023796348,0.0514665191,-261.1895861
867,0,0.573687643,0.0718605478,0.007470651,2811,0.0088936322,0.0156527926,0.1469228033,0.0110281039,0.004980434,14,0,959,267,313,370,0.0953397367,0.0434009249,0.0064034152,0.1106367841,0.0056919246,0.0056919246,0.0263251512,0.0661686233,0.0498043401,-261.4726267
739,0,0.535366506,0.1327543424,0.0099255583,1612,0.0086848635,0.0303970223,0.2816377171,0.0043424318,0.017369727,14,0,662,251,344,398,0.1203473945,0.0521091811,0.0018610422,0.1389578164,0.0037220844,0.0012406948,0.0241935484,0.1290322581,0.0539702233,-261.6211674
427,0,1.922839715,0.1085300838,0.0178979436,2626,0.0095201828,0.0163747144,0.1092916984,0.006092917,0.0034272658,11,0,891,260,329,379,0.1020563595,0.0529322163,0.0087585682,0.1115765423,0.0038080731,0.0038080731,0.0266565118,0.1047220107,0.0616907845,-261.9502601
361,0,0.029665536,0.1139867841,0.0055066079,3632,0.0085352423,0.0104625551,0.1613436123,0.0140418502,0.013215859,12,0,1119,266,338,350,0.1296806167,0.0388215859,0.0068832599,0.0982929515,0.0137665198,0.0082599119,0.0308370044,0.1002202643,0.0457048458,-262.2840244
710,0,0.672315653,0.1114348143,0.0189366351,1373,0.0080116533,0.0335032775,0.1726147123,0.0043699927,0.005826657,12,0,536,254,328,420,0.1187181355,0.0531682447,0.005826657,0.1405680991,0.0036416606,0.0014566642,0.0276766205,0.1077931537,0.0589949017,-262.3501117
511,0,0.837151703,0.1709090909,0.0109090909,1925,0.0025974026,0.0337662338,0.1761038961,0.0031168831,0.0083116883,11,0,791,223,334,372,0.1241558442,0.0353246753,0.0062337662,0.1132467532,0.0103896104,0.0103896104,0.0197402597,0.1605194805,0.0415584416,-262.5697505
379,0,0.254278387,0.1044852192,0.0066258919,3924,0.0063710499,0.0094291539,0.0858817533,0.0112130479,0.004332314,18,0,1903,269,318,349,0.1172273191,0.0410295617,0.005351682,0.0940366972,0.0333843017,0.0137614679,0.0285423038,0.0711009174,0.0463812436,-262.8289507
108,0,1.499400353,0.1462819992,0.0069077611,2461,0.0085331166,0.0186915888,0.2316131654,0.0097521333,0.0101584722,11,0,916,255,340,381,0.1385615603,0.0589191386,0.0056887444,0.1056481105,0.0227549777,0.0097521333,0.0219422999,0.1235270215,0.064607883,-262.8874181
697,0,0.509672619,0.07861209,0.0116562754,3689,0.0103008946,0.014095961,0.1382488479,0.0105719707,0.0059636758,15,0,1326,250,298,344,0.1049064787,0.0374085118,0.0070479805,0.1008403361,0.0124695039,0.009487666,0.02195717,0.0661425861,0.0444564923,-263.8966598
628,0,0.662900302,0.1153846154,0.0034340659,1456,0.0054945055,0.0398351648,0.2850274725,0.0034340659,0.0144230769,12,0,566,231,317,407,0.1112637363,0.0535714286,0.0013736264,0.1414835165,0.0020604396,0,0.021978022,0.1133241758,0.0549450549,-264.0068941
898,0,0.504309036,0.1274321146,0.0068419927,4677,0.0062005559,0.0091939277,0.1267906778,0.0173187941,0.0053453068,15,0,1597,249,317,332,0.1250801796,0.03292709,0.0115458627,0.0791105409,0.0299337182,0.0196707291,0.0156082959,0.0974983964,0.0444729527,-264.1756955
637,0,0.771106649,0.0984378874,0.0029754525,4033,0.0052070419,0.0089263576,0.1165385569,0.0176047607,0.0027274981,15,0,1334,261,319,355,0.1130671956,0.0463674684,0.0106620382,0.1011653856,0.0126456732,0.0141333995,0.0257872551,0.0857922142,0.0570295066,-264.5000645
677,0,1.797693647,0.1187112763,0.0007434944,4035,0.004708798,0.0096654275,0.0981412639,0.0220570012,0.0054522924,10,0,1143,260,333,351,0.1306071871,0.0448574969,0.0086741016,0.0793060719,0.0118959108,0.0054522924,0.0185873606,0.1068153656,0.0535315985,-264.6414711
766,0,1.128500925,0.0638154948,0.0076130766,4466,0.0082848186,0.0094043887,0.0909090909,0.0277653381,0.0020152262,15,0.13,1491,256,291,345,0.1074787282,0.0320197044,0.0145544111,0.0844155844,0.012987013,0.0071652485,0.0109717868,0.0508284819,0.0465741155,-264.8142743
330,0,0.486571114,0.0782650836,0.0082384299,4127,0.0055730555,0.0087230434,0.1470802035,0.0196268476,0.006057669,15,0.07,1277,267,315,350,0.1100072692,0.0450690574,0.0062999758,0.1022534529,0.0106614975,0.0075115096,0.0331960262,0.0676035861,0.0513690332,-265.0273558
811,0,0.667910897,0.1331953071,0.0262249827,1449,0.0089717046,0.0400276052,0.1732229124,0.0013802622,0.0041407867,11,0,633,242,330,401,0.0917874396,0.0317460317,0.0034506556,0.1469979296,0.0013802622,0,0.0213940649,0.1318150449,0.0351966874,-265.0615755
866,0,2.75366645,0.1544199925,0.0093248788,2681,0.0111898545,0.0171577769,0.1096605744,0.0085788885,0.0093248788,11,0.36,810,260,341,375,0.1245803805,0.056695263,0.0037299515,0.1163744871,0.0339425587,0.0190227527,0.0298396121,0.1204774338,0.0604252145,-265.3873047
350,0,0.130791269,0.0781710914,0.0054572271,6780,0.0075221239,0.003539823,0.0979351032,0.0200589971,0.0036873156,18,0.06,1962,249,285,319,0.1119469027,0.0361356932,0.0115044248,0.0777286136,0.0283185841,0.0197640118,0.0126843658,0.0498525074,0.047640118,-265.6170701
875,0,0.523624454,0.1013280866,0.0127889818,2033,0.0034431874,0.0319724545,0.27889818,0.005902607,0.0206591244,14,0,734,234,313,379,0.1121495327,0.0447614363,0.0019675357,0.1131333005,0.0049188392,0.0024594196,0.0191834727,0.0964092474,0.046728972,-265.6328977
195,0,0.654919374,0.1331012319,0.0016068559,3734,0.0099089448,0.0080342796,0.0897161221,0.0224959829,0.0117836101,11,0.09,1119,277,348,369,0.1671130155,0.0457953937,0.0109801821,0.07873594,0.0313336904,0.0160685592,0.0155329405,0.1017675415,0.0567755758,-265.7393441
827,0,0.118707637,0.1274758761,0.0025393601,1969,0.0111731844,0.0248857288,0.187404774,0.0162519045,0.0121889284,14,0,854,252,315,409,0.1498222448,0.0553580498,0.0132046724,0.1132554596,0.0431691214,0.0147282885,0.0167597765,0.0843067547,0.0685627222,-265.8180643
166,0,0.131937026,0.1676118463,0.0044108381,3174,0.0056710775,0.0126023945,0.193131695,0.0103969754,0.0040957782,11,0,1100,273,340,371,0.1505986137,0.0400126024,0.0100819156,0.086326402,0.0671077505,0.0198487713,0.0138626339,0.1005040958,0.050094518,-265.8677041
19,0,0.132357439,0.0388952819,0.0073647871,4345,0.0046029919,0.0073647871,0.0614499425,0.0101265823,0.0069044879,15,0,1380,280,305,353,0.1031070196,0.0391254315,0.0059838895,0.0867663982,0.0071346375,0.0105868815,0.0329113924,0.0317606444,0.0451093211,-266.2178326
642,0,0.926071885,0.1750801282,0.008213141,4992,0.0066105769,0.007411859,0.1772836538,0.0104166667,0.0034054487,12,0,1382,252,306,343,0.1400240385,0.0342548077,0.0174278846,0.0773237179,0.0975560897,0.0364583333,0.0090144231,0.0775240385,0.0516826923,-266.3647827
759,0,1.675152439,0.1277997365,0.0063680281,4554,0.0072463768,0.0059288538,0.0893719807,0.0195432587,0.0065876153,11,0,1284,270,349,350,0.1242863417,0.0577514273,0.0021958718,0.086078173,0.008783487,0.0096618357,0.0259112868,0.1190162495,0.0599472991,-266.5303902
161,0,0.003658537,0.069124424,0.0032916392,1519,0.0072416063,0.0362080316,0.1915734036,0.0046082949,0.008558262,10,0,631,252,298,418,0.125082291,0.0467412772,0.0052666228,0.1296905859,0.0098749177,0.0072416063,0.0223831468,0.0592495063,0.0520078999,-266.5595498
56,0,1.064393396,0.0593317972,0.0005760369,5208,0.0051843318,0.0042242704,0.0466589862,0.0111367127,0.0036482335,11,0.36,1320,283,318,345,0.1315284178,0.0376344086,0.005952381,0.069124424,0.0094086022,0.0048003072,0.0218894009,0.0499231951,0.0435867896,-266.9741819
536,0,-0.332677811,0.0805008945,0.002862254,2795,0.0100178891,0.0171735242,0.1828264758,0.0057245081,0.0057245081,11,0,902,263,312,380,0.114490161,0.0554561717,0.0046511628,0.1094812165,0.0103756708,0.0064400716,0.0282647585,0.0701252236,0.0601073345,-266.9983453
453,0,0.956603774,0.1333087149,0.0073855244,2708,0.0055391433,0.011816839,0.1133677991,0.0081240768,0.0040620384,11,0,917,288,364,392,0.1336779911,0.052437223,0.0077548006,0.0982274742,0.0158788774,0.0140324963,0.0206794682,0.1174298375,0.0601920236,-267.4031693
841,0,0.7683172,0.0551529791,0.0076489533,2484,0.0080515298,0.0277777778,0.2274557166,0.0152979066,0.0056360709,10,0,771,239,279,370,0.0917874396,0.0334138486,0.0072463768,0.1131239936,0.0028180354,0.0048309179,0.0241545894,0.0523349436,0.0406602254,-268.0569235
855,0,1.017217165,0.132629108,0.0061619718,3408,0.0064553991,0.0108568075,0.1455399061,0.0123239437,0.0052816901,13,0,1251,271,341,370,0.1399647887,0.0463615023,0.0102699531,0.1138497653,0.0284624413,0.0126173709,0.0214201878,0.1041666667,0.0566314554,-268.3017641
709,0,1.717387128,0.1641952984,0.0059674503,5530,0.0077757685,0.0074141049,0.1423146474,0.0215189873,0.0056057866,14,0.21,1650,242,309,324,0.1330922242,0.0390596745,0.0099457505,0.0886075949,0.0696202532,0.0236889693,0.016636528,0.0945750452,0.049005425,-268.3875246
489,0,0.752854965,0.1024702653,0.009018429,7651,0.0052280748,0.0018298262,0.0992027186,0.0172526467,0.0028754411,16,0.38,2078,252,314,312,0.1175009803,0.0331982747,0.0104561495,0.068879885,0.0130701869,0.0111096589,0.0172526467,0.0894000784,0.0436544243,-268.4927761
770,0,0.760383884,0.0621982919,0.0037133309,5386,0.0055699963,0.0063126625,0.0451169699,0.0181953212,0.0012996658,12,0.58,1412,266,299,335,0.1193835871,0.0363906424,0.0068696621,0.0724099517,0.0135536576,0.0089119941,0.0185666543,0.0486446342,0.0432603045,-268.5267495
848,0,0.666841056,0.0969429909,0.0027540622,3631,0.0063343432,0.0115670614,0.1206279262,0.0156981548,0.002478656,12,0,1365,271,325,363,0.1343982374,0.0413109336,0.0079867805,0.0878545855,0.015973561,0.0088129992,0.0167997797,0.0809694299,0.0492977141,-268.6002372
188,0,1.218475712,0.2273399926,0.0022197558,5406,0.0044395117,0.0051794303,0.1775804661,0.0088790233,0.0027746948,13,0.15,1371,264,324,345,0.1570477248,0.0325564188,0.016463189,0.0640029597,0.1391046985,0.0327413984,0.0083240844,0.0882352941,0.0490196078,-268.6311337
174,0,0.71888591,0.0792403405,0.0042567125,3054,0.0081859856,0.0144073346,0.1552062868,0.0140798952,0.0045841519,10,0.1,969,265,315,383,0.1211525868,0.0435494434,0.0157170923,0.105108055,0.0068762279,0.0019646365,0.0291421087,0.0723641126,0.0592665357,-268.6319583
72,0,0.607418112,0.1489361702,0.0134378499,2679,0.0100783875,0.0201567749,0.1295259425,0.0078387458,0.0026129153,17,0,1349,258,348,367,0.1164613662,0.037327361,0.0059723778,0.1078760732,0.0070921986,0.0052258305,0.0205300485,0.1418439716,0.0432997387,-268.7588281
317,0,2.007436749,0.1823439878,0.0152207002,3285,0.0070015221,0.0185692542,0.1610350076,0.0097412481,0.003652968,10,0,1092,239,350,341,0.1333333333,0.0325722983,0.0066971081,0.103500761,0.0115677321,0.0091324201,0.0152207002,0.1707762557,0.0392694064,-268.9927707
813,0,1.734924078,0.1572433193,0.005907173,3555,0.0084388186,0.0160337553,0.1310829817,0.0073136428,0.0061884669,11,0,1128,244,341,344,0.1226441632,0.0371308017,0.0073136428,0.0908579466,0.0120956399,0.0106891702,0.0225035162,0.1451476793,0.0444444444,-269.0660485
214,0,1.46443203,0.0838934528,0.0072193179,4017,0.0062235499,0.0089619119,0.1050535225,0.0079661439,0.00248942,16,0.06,1458,279,315,364,0.1267114762,0.0398307194,0.0092108539,0.0819019169,0.0311177496,0.0144386358,0.0107045059,0.0527757033,0.0490415733,-269.3880968
384,0,0.580704186,0.051821143,0.0062185372,3377,0.009771987,0.0112525911,0.0728457211,0.0059224163,0.0038495706,12,0,1130,280,313,377,0.1030500444,0.0509327806,0.0059224163,0.1110453065,0.003257329,0.0044418123,0.0313888066,0.048563814,0.0568551969,-269.6132644
116,0,1.121581325,0.0784119107,0.0072787428,6045,0.0066170389,0.0099255583,0.1397849462,0.011745244,0.0066170389,15,0.07,1846,224,280,300,0.0909842845,0.0332506203,0.0062861869,0.076261373,0.0049627792,0.005789909,0.0267990074,0.0734491315,0.0395368073,-270.0131075
394,0,0.795762235,0.052831699,0.0120072043,4997,0.008405043,0.0068040824,0.0602361417,0.0096057635,0.0030018011,14,0.14,1435,269,300,342,0.0828497098,0.0446267761,0.0042025215,0.0954572744,0.0066039624,0.0080048029,0.0252151291,0.0462277366,0.0488292976,-270.0406503
823,0,0.726457883,0.0746089049,0.0124348175,2493,0.008423586,0.0252707581,0.1632571199,0.0140393101,0.0184516647,11,0,820,245,306,375,0.0974729242,0.0521460088,0.0008022463,0.1279582832,0.0012033694,0.0024067389,0.0292819896,0.0734055355,0.0529482551,-270.3705292
312,0,1.361154219,0.0850792029,0.0028104241,3914,0.0061318344,0.0091977517,0.0822687787,0.0074092999,0.0068983137,11,0.18,1032,283,309,371,0.1251916198,0.0467552376,0.0068983137,0.0825242718,0.0518650996,0.0229943792,0.0206949412,0.0332141032,0.0536535514,-270.7594602
639,0,0.992697176,0.1228609039,0.004168495,4558,0.0050460728,0.0070206231,0.1566476525,0.0133830627,0.0122860904,11,0.09,1298,268,338,359,0.1309784993,0.0458534445,0.0118473014,0.0770074594,0.02698552,0.0098727512,0.0206230803,0.0958753839,0.0577007459,-270.7906632
678,0,1.043386924,0.0970574276,0.0220692928,4214,0.006407214,0.0099667774,0.1616041766,0.0121025154,0.0009492169,13,0,1276,265,323,356,0.1086853346,0.0450878026,0.0078310394,0.0816326531,0.009492169,0.0061699098,0.02752729,0.0875652587,0.052918842,-271.3723264
345,0,1.699941142,0.150879567,0.0040595399,2956,0.0067658999,0.0158998647,0.0879566982,0.0084573748,0.0098105548,12,0,1136,267,351,379,0.1559539919,0.0466847091,0.0091339648,0.0855886333,0.0263870095,0.0138700947,0.0145466847,0.1244925575,0.0558186739,-271.4508427
433,0,0.911864407,0.104131296,0.0067911715,1767,0.0056593096,0.0316921336,0.1839275608,0.0113186191,0.0079230334,13,0,774,261,296,422,0.1477079796,0.0543293718,0.0056593096,0.0956423316,0.0605546123,0.0243350311,0.0152801358,0.0435766836,0.0599886814,-271.6246819
2,0,1.375179606,0.058969893,0.0077133615,4019,0.0074645434,0.0141826325,0.1241602389,0.0102015427,0.0042299079,13,0,1165,254,292,347,0.0940532471,0.0405573526,0.0047275442,0.0910674297,0.0072157253,0.0072157253,0.037073899,0.0517541677,0.0452848967,-272.3528648
590,0,0.578960604,0.0845454545,0.0118181818,2200,0.0086363636,0.0236363636,0.1154545455,0.0013636364,0.0036363636,10,0,797,271,319,398,0.1109090909,0.0468181818,0.0045454545,0.1409090909,0.0136363636,0.0054545455,0.0259090909,0.0709090909,0.0513636364,-272.5378003
292,0,1.795319281,0.0737233683,0.0118363206,2957,0.0067636118,0.0206290159,0.1227595536,0.0094690565,0.0060872506,12,0.17,924,256,306,367,0.1011159959,0.0395671288,0.0043963476,0.1095705107,0.0050727088,0.0064254312,0.0277308083,0.0686506595,0.0439634765,-272.8218714
724,0,0.456313131,0.0631482611,0.0073215375,3278,0.0106772422,0.0189139719,0.0957901159,0.0115924344,0.009456986,10,0,1062,255,297,358,0.1061622941,0.0411836486,0.0024405125,0.1086028066,0.0076266016,0.0033557047,0.0247101891,0.0555216595,0.0436241611,-273.1940335
503,0,0.366888677,0.0529801325,0.0091696383,1963,0.0096790627,0.0371879776,0.1782985227,0.0076413653,0.0030565461,10,0,658,236,273,394,0.1039225675,0.0382068263,0.0040753948,0.1360163016,0.0025471218,0.0040753948,0.0295466123,0.0504330107,0.0422822211,-273.2073168
621,0,1.510814229,0.0664824728,0.0069072699,5791,0.0055258159,0.0037989984,0.0417889829,0.0208944915,0.0108789501,12,0.25,1480,279,322,343,0.1207045415,0.0395441202,0.0065619064,0.0695907443,0.0115696771,0.0074253151,0.0252115351,0.0549127957,0.0461060266,-273.235942
190,0,1.256310151,0.1756674139,0.0032606481,4907,0.0063175056,0.0065212961,0.1345017322,0.0130425922,0.0077440391,16,0,1701,272,338,351,0.1359282657,0.0381088241,0.0105971062,0.0760138578,0.0804972488,0.02832688,0.0120236397,0.0951701651,0.0487059303,-273.3534705
313,0,-0.599423077,0.0622009569,0.004101162,1463,0.009569378,0.045112782,0.2255639098,0,0.001367054,10,0,488,241,279,424,0.1230348599,0.030075188,0.008885851,0.1449077239,0.00683527,0.008885851,0.021189337,0.0553656869,0.038961039,-273.4387688
825,0,0.459741431,0.0906148867,0.0048543689,3090,0.0058252427,0.0226537217,0.2171521036,0.0103559871,0.0012944984,11,0,1036,239,281,364,0.1258899676,0.0414239482,0.0077669903,0.1012944984,0.0317152104,0.0129449838,0.0165048544,0.0588996764,0.0491909385,-273.553278
168,0,0.873445826,0.0801179651,0.0022118457,4069,0.0105677071,0.0144998771,0.1105922831,0.0117965102,0.0058982551,18,0,1329,245,301,343,0.0965839273,0.0466945195,0.0036864094,0.1071516343,0.0014745638,0.0054067338,0.0289997542,0.0786434013,0.050380929,-273.7243496
12,0,2.740743306,0.0924369748,0.0157881334,3927,0.0056022409,0.0140056022,0.158390629,0.0142602496,0.0068754775,11,0.18,1195,254,310,354,0.1125541126,0.0356506239,0.0112044818,0.0870893812,0.0160427807,0.0076394194,0.0241914948,0.076394194,0.0468551057,-273.8067986
881,0,0.984745763,0.1480671043,0.0123997082,1371,0.0087527352,0.0393873085,0.177972283,0.0021881838,0.0138584974,11,0,698,255,350,425,0.1451495259,0.04595186,0.0029175784,0.1590080233,0.010940919,0.0094821298,0.0255288111,0.1371261853,0.0488694384,-273.8227812
695,0,0.809759573,0.1320486815,0.0115618661,4930,0.0068965517,0.0093306288,0.1052738337,0.0135902637,0.0030425963,13,0,1544,246,324,341,0.1190669371,0.0436105477,0.0119675456,0.0890466531,0.01663286,0.0125760649,0.0194726166,0.1154158215,0.0555780933,-273.9934344
758,0,0.637100393,0.1283456949,0.0138664947,3101,0.0080619155,0.0196710738,0.1825217672,0.0112866817,0.0045146727,17,0,1234,250,334,361,0.100290229,0.0464366333,0.0032247662,0.1041599484,0.0022573363,0.0029022896,0.0238632699,0.1260883586,0.0496613995,-274.1234956
630,0,1.056423433,0.0892249527,0.0143667297,2645,0.0086956522,0.0287334594,0.229489603,0.0060491493,0.0049149338,11,0,887,236,296,362,0.0948960302,0.0351606805,0.0026465028,0.1137996219,0.0052930057,0.0064272212,0.0287334594,0.0839319471,0.0378071834,-274.2302073
885,0,0.155124555,0.093824228,0.0047505938,2526,0.0098970705,0.0273159145,0.2596991291,0.0102929533,0.0023752969,12,0,862,236,298,378,0.1207442597,0.0494853523,0.0051464766,0.1346001584,0.0039588282,0.0071258907,0.0209817894,0.0898653998,0.054631829,-274.5076161
78,0,1.400616062,0.0829303675,0.0074951644,4136,0.0041102515,0.0140232108,0.1375725338,0.0154738878,0.0072533849,14,0.07,1384,255,308,344,0.1020309478,0.0362669246,0.0055609284,0.0829303675,0.0108800774,0.0111218569,0.0261121857,0.0720502901,0.041827853,-274.6881049
880,0,1.14939759,0.1031814273,0.0038693035,2326,0.0047291488,0.0219260533,0.1324161651,0.0098882201,0.0094582975,10,0,828,275,335,399,0.1509028375,0.0507308684,0.0038693035,0.1139294927,0.0210662081,0.0068787618,0.0206362855,0.0821152193,0.054600172,-274.8790471
138,0,1.109237379,0.0957647059,0.0009411765,4250,0.0035294118,0.0112941176,0.1032941176,0.0134117647,0.0054117647,13,0.08,1352,262,314,350,0.1272941176,0.0381176471,0.0082352941,0.1030588235,0.0228235294,0.0112941176,0.0195294118,0.0729411765,0.0463529412,-274.9686129
283,0,2.211981258,0.1165842526,0.002472423,5258,0.0068467098,0.006466337,0.102890833,0.0211106885,0.0108406238,15,0,1612,262,332,342,0.1308482313,0.046215291,0.0072270825,0.0969950552,0.0188284519,0.0110308102,0.0207303157,0.0977558007,0.0534423735,-275.4351946
894,0,1.789627175,0.1510157148,0.0009582215,5218,0.0065159065,0.0042161748,0.0647757762,0.0233806056,0.002491376,13,0.31,1420,284,363,351,0.1379839019,0.0398620161,0.0068991951,0.0756995017,0.0268302031,0.0091989268,0.0151399003,0.1241855117,0.0467612112,-275.8006622
582,0,0.357102869,0.0706732009,0.0139282951,3877,0.0087696673,0.0172814031,0.2050554552,0.0167655404,0.0116069126,13,0,1305,239,293,344,0.0910497808,0.0490069641,0.0023213825,0.1142636059,0.0020634511,0.0036110395,0.0250193449,0.0686097498,0.0513283467,-276.2921072
1002,0,0.303952496,0.1352004836,0.0018134193,4963,0.0066492041,0.0072536772,0.1307676808,0.0114849889,0.0056417489,13,0.08,1303,273,317,356,0.1489018739,0.0382832964,0.011887971,0.0741487004,0.0731412452,0.0149103365,0.0106790248,0.0620592384,0.0501712674,-276.4856844
869,0,1.674137214,0.0623755806,0.0090687901,4521,0.0072992701,0.0090687901,0.0769741208,0.0072992701,0.00353904,11,0,1237,274,306,359,0.1105950011,0.0391506304,0.0090687901,0.095554081,0.0165892502,0.0119442601,0.0247732802,0.0457863305,0.0482194205,-277.4452265
448,0,0.270786517,0.079035499,0.0056932351,2986,0.0066979236,0.0187541862,0.1101808439,0.0103817816,0.0117213664,10,0,926,259,314,385,0.1192230409,0.0552578701,0.007367716,0.1145344943,0.0077026122,0.0090421969,0.0244474213,0.0713328868,0.0626255861,-277.4619457
571,0,0.935888993,0.1175236097,0.0131164743,1906,0.0136411333,0.0346274921,0.1951731375,0.0094438615,0.0041972718,10,0,724,243,303,411,0.1374606506,0.0519412382,0.0062959077,0.1369359916,0.0293809024,0.0057712487,0.0209863589,0.0881427072,0.0582371459,-277.5241757
64,0,1.745042152,0.1784527765,0.0028476507,2107,0.0052206929,0.0327479829,0.3431419079,0.0047460845,0.0080683436,10,0,731,230,341,394,0.1537731372,0.0536307546,0.0061699098,0.1167536782,0.0142382534,0.0061699098,0.0123398196,0.164214523,0.0598006645,-277.7826195
324,0,1.765783873,0.1153439153,0.021957672,3780,0.0066137566,0.0134920635,0.1973544974,0.0103174603,0.0082010582,15,0,1522,258,325,368,0.1216931217,0.0425925926,0.0132275132,0.1037037037,0.0216931217,0.0105820106,0.017989418,0.0936507937,0.0558201058,-278.0648902
50,0,0.568200837,0.0546546547,0.0207207207,3330,0.0093093093,0.0243243243,0.1831831832,0.0075075075,0.0081081081,10,0,1017,230,271,350,0.0750750751,0.0369369369,0.0054054054,0.1126126126,0.003003003,0.003003003,0.0369369369,0.0516516517,0.0423423423,-278.10182
32,0,0.37643259,0.0805676356,0.0119020371,4369,0.0073243305,0.0137331197,0.1050583658,0.0082398718,0.0066376745,13,0,1324,252,308,336,0.0883497368,0.0308995193,0.0059510185,0.1046005951,0.0043488212,0.0054932479,0.029983978,0.0762188144,0.0368505379,-278.1587837
158,0,2.363645369,0.0979474253,0.0050414116,5554,0.0055815628,0.0037810587,0.055635578,0.0054015124,0.0032409075,12,0.25,1422,283,334,358,0.1317969031,0.0437522506,0.0100828232,0.0767014764,0.0216060497,0.0133237306,0.0223262514,0.0763413756,0.0538350738,-278.2257087
534,0,0.69496587,0.1051625239,0.0033460803,2092,0.0047801147,0.0329827916,0.2251434034,0.0066921606,0.009082218,10,0,729,245,318,398,0.111376673,0.043499044,0.0052581262,0.1199808795,0.0052581262,0.0071701721,0.0210325048,0.0999043977,0.0487571702,-278.9483981
674,0,1.833411722,0.1247435371,0.0139515798,4874,0.0086171522,0.0059499384,0.0730406237,0.0088223225,0.0047189167,16,0,1602,278,351,362,0.1144850226,0.048625359,0.0090274928,0.0915059499,0.0127205581,0.0096430037,0.0229790726,0.1120229791,0.0576528519,-279.5011561
953,0,1.199482811,0.119524618,0.0098471986,2945,0.0081494058,0.0166383701,0.1073005093,0.0020373514,0.0013582343,18,0,1271,271,339,390,0.1263157895,0.0482173175,0.0101867572,0.1290322581,0.0149405772,0.0061120543,0.0193548387,0.1045840407,0.0584040747,-279.552731
945,0,0.615410612,0.0840304889,0.0061349693,5379,0.0070645101,0.0066926938,0.1355270496,0.0198921733,0.0029745306,18,0,1820,270,318,346,0.1176798661,0.0379252649,0.0087376836,0.0892359175,0.0137572039,0.011526306,0.0195203569,0.070273285,0.0466629485,-279.7106974
903,0,1.796269555,0.1462377027,0.0122307897,3761,0.0042541877,0.0124966764,0.168838075,0.0053177346,0.0058495081,13,0,1359,274,335,372,0.1305503855,0.0414783302,0.0098378091,0.0949215634,0.0568997607,0.0175485243,0.0159532039,0.089337942,0.0513161393,-279.9274651
574,0,0.445951036,0.0649312665,0.0023398655,3419,0.0067271132,0.0187189237,0.1038315297,0.016086575,0.0093594618,11,0.09,1021,257,300,369,0.1243053524,0.040070196,0.0081895291,0.0973968997,0.0099444282,0.0084820123,0.0280783855,0.0549868383,0.0482597251,-280.2338948
842,0,0.968514111,0.0756897837,0.0044742729,2682,0.0108128262,0.0216256525,0.134601044,0.0074571216,0.0052199851,10,0,879,267,317,394,0.1002982849,0.0551826995,0.0037285608,0.120432513,0.0026099925,0.0037285608,0.0343027591,0.0730797912,0.0589112603,-280.3907671
406,0,2.100327279,0.152364928,0.0087866891,5349,0.0099083941,0.0052346233,0.1091792858,0.0112170499,0.0041129183,13,0.08,1514,271,347,350,0.1263787624,0.0474855113,0.0076649841,0.1073097775,0.0351467564,0.0119648532,0.0186950832,0.1172181716,0.0551504954,-280.5701588
527,0,0.10485479,0.1344827586,0.0088669951,2030,0.0093596059,0.0310344828,0.2438423645,0.0019704433,0.0049261084,10,0,855,243,325,412,0.1428571429,0.0591133005,0.0083743842,0.1566502463,0.0142857143,0.0073891626,0.0216748768,0.1201970443,0.0674876847,-280.7854682
9,0,0.912529807,0.146310753,0.0062956434,3971,0.0113321581,0.0118358096,0.1571392596,0.0123394611,0.0120876354,13,0,1341,260,346,369,0.1387559809,0.0475950642,0.013346764,0.1062704608,0.0203978847,0.0125912868,0.0186351045,0.1259128683,0.0609418283,-280.7881647
776,0,2.057050313,0.1591511936,0.0045816253,4147,0.0074752833,0.0072341452,0.1321437184,0.0065107306,0.0072341452,12,0.08,1202,294,358,380,0.1598746082,0.048951049,0.0074752833,0.0848806366,0.0636604775,0.0229081264,0.0142271522,0.0954907162,0.0564263323,-281.0055068
10,0,0.976039759,0.1125146886,0.0152761457,3404,0.0049941246,0.0214453584,0.124559342,0.0070505288,0.0023501763,12,0,1139,239,314,357,0.1048766157,0.0411280846,0.0061692127,0.1031139835,0.0038190364,0.0047003525,0.017626322,0.1086956522,0.0472972973,-281.3548909
104,0,1.231945512,0.0940841055,0.0053456878,8418,0.0051081017,0.0017818959,0.0675932526,0.0179377524,0.0020194821,16,0.31,2247,260,300,320,0.1172487527,0.0311237824,0.0117605132,0.0623663578,0.0377761939,0.0124732716,0.0143739606,0.0563079116,0.0428842956,-281.3569012
405,0,0.913837095,0.0974716013,0.0201539025,2729,0.0087944302,0.0293147673,0.1322828875,0.0054965189,0.0106266032,11,0.09,922,240,310,364,0.0905093441,0.0337119824,0.0014657384,0.1172590693,0.0021986075,0.0029314767,0.0278490289,0.0952729938,0.0351777208,-281.8066299
