,HOF,WAR,BBSB_Norm,IBB_Norm,AB,SF_Norm,HR_Norm,SO_Norm,SH_Norm,HBP_Norm,SP,ASG,G,AVG,OBP,SLG,R_Norm,DB_Norm,TP_Norm,RBI_Norm,SB_Norm,CS_Norm,GIDP_Norm,BB_Norm,DBTP_Norm,PC_1
756,0,0.57211354,0.1408703454,0.0022431584,2229,0.0040376851,0.0089726335,0.179901301,0.0273665321,0.0071781068,12,0,1018,240,332,318,0.1390758188,0.0448631673,0.00269179,0.090623598,0.0098698968,0.0067294751,0.0224315837,0.1310004486,0.0475549574,-212.8021245
502,0,-0.141463415,0.0695266272,0.0044378698,676,0.0059171598,0.0355029586,0.2381656805,0.0118343195,0.0044378698,11,0,253,226,278,382,0.1213017751,0.0399408284,0.0044378698,0.1301775148,0,0.0014792899,0.0295857988,0.0695266272,0.0443786982,-212.8507591
577,0,0.036672118,0.0959342165,0.0242119689,2189,0.0077661032,0.0146185473,0.1365920512,0.0100502513,0.0077661032,14,0,908,222,291,315,0.0863407949,0.0374600274,0.0054819552,0.1050708086,0.0041114664,0.0036546368,0.0164458657,0.0918227501,0.0429419826,-213.7774889
485,0,-0.1,0.0739336493,0.0047393365,2110,0.0052132701,0.0151658768,0.2184834123,0.0170616114,0.0118483412,12,0,856,225,281,323,0.1123222749,0.036492891,0.008056872,0.0876777251,0.0066350711,0.0047393365,0.0227488152,0.0672985782,0.044549763,-214.0158643
890,0,0.569879518,0.1357902548,0.0022260698,4043,0.0039574573,0.0004946822,0.1172396735,0.0165718526,0.005936186,11,0,1150,255,301,313,0.1244125649,0.035617116,0.0108830077,0.0529309918,0.074202325,0.0262181548,0.0160771704,0.0615879298,0.0465001237,-214.1641214
362,0,0.087727273,0.0724925521,0.0089374379,1007,0.0119165839,0.0168818272,0.1698113208,0.0069513406,0.002979146,10,0,599,261,308,369,0.1181727905,0.0357497517,0.0109235353,0.1171797418,0.0019860973,0.0039721946,0.0238331678,0.0705064548,0.046673287,-214.2418051
522,0,0.466666667,0.0957264957,0.0205128205,1170,0.0102564103,0.0136752137,0.1282051282,0.0128205128,0.0042735043,11,0,527,255,318,365,0.0897435897,0.0538461538,0.0076923077,0.1196581197,0.0025641026,0.0008547009,0.0239316239,0.0931623932,0.0615384615,-214.6843349
771,0,0.282686567,0.0729204837,0.0010993038,2729,0.008061561,0.0073286918,0.1216562844,0.0263832906,0.0065958226,12,0,912,247,294,318,0.1051667277,0.0443385856,0.0021986075,0.0839135214,0.0091608648,0.0058629535,0.0296812019,0.0637596189,0.0465371931,-215.073554
401,0,0.304487659,0.0546623794,0.0032154341,1244,0.0064308682,0.0192926045,0.1575562701,0.0024115756,0.0152733119,10,0,488,253,298,354,0.0819935691,0.0409967846,0.0008038585,0.1133440514,0.0040192926,0.0064308682,0.0345659164,0.0506430868,0.0418006431,-215.3600248
923,0,0.76794301,0.1077023499,0.0274151436,3064,0.0026109661,0.0062010444,0.1387075718,0.012075718,0.001305483,10,0,1038,241,300,314,0.1001958225,0.032310705,0.0110966057,0.0714751958,0.024151436,0.0150130548,0.010770235,0.0835509138,0.0434073107,-215.3646857
509,0,0.341262653,0.0887836638,0.0079905297,3379,0.0050310743,0.0002959455,0.0754661142,0.0242675348,0.0082864753,12,0,1057,271,325,316,0.0973660846,0.0269310447,0.0085824208,0.0778336786,0.0153891684,0.0210121338,0.0224918615,0.0733944954,0.0355134655,-215.3866163
183,0,0.575508607,0.1030927835,0.0030068729,2328,0.0060137457,0.0021477663,0.125,0.0111683849,0.008161512,10,0,870,277,329,341,0.1348797251,0.0365120275,0.0103092784,0.0803264605,0.0304982818,0.0171821306,0.0283505155,0.0725945017,0.0468213058,-215.5649984
719,0,-0.117213115,0.072257384,0.0126582278,1896,0.0058016878,0.0126582278,0.1798523207,0.0147679325,0.0042194093,12,0,789,240,290,342,0.1081223629,0.0506329114,0.0068565401,0.0949367089,0.003164557,0.0036919831,0.0247890295,0.069092827,0.0574894515,-215.6980194
378,0,1.782432922,0.1602023609,0.00653457,4744,0.0048482293,0.0014755481,0.1376475548,0.0198145025,0.0046374368,16,0.12,1533,236,327,288,0.1136172007,0.0286677909,0.0094856661,0.0562816189,0.0267706577,0.0126475548,0.0111720067,0.1334317032,0.038153457,-215.836202
339,0,0.856389158,0.1333333333,0.0137741047,1815,0.0060606061,0.0165289256,0.1741046832,0.0093663912,0.0033057851,10,0,705,226,309,331,0.1085399449,0.0369146006,0.008815427,0.0975206612,0.0137741047,0.0099173554,0.0159779614,0.1195592287,0.0457300275,-215.8694824
40,0,0.565065502,0.0943139258,0.0034048349,2937,0.0068096697,0.0030643514,0.0558392918,0.0143003064,0.0068096697,11,0,955,264,310,325,0.1154239019,0.0364317331,0.0078311202,0.075587334,0.0306435138,0.0122574055,0.0173646578,0.063670412,0.0442628533,-215.8824347
441,0,0.269411152,0.1504531722,0.0145015106,1655,0.0060422961,0.0132930514,0.084592145,0.0120845921,0,12,0,952,248,339,334,0.118429003,0.0380664653,0.0042296073,0.1123867069,0.0090634441,0.0126888218,0.0302114804,0.1413897281,0.0422960725,-216.0849636
296,0,-0.211336254,0.0444829578,0.0086655113,1731,0.0057770075,0.009243212,0.0687463894,0.0086655113,0.0028885038,10,0,708,274,300,351,0.0941652224,0.0427498556,0.0034662045,0.0826112074,0.006932409,0.006932409,0.0173310225,0.0375505488,0.0462160601,-216.2501031
80,0,-0.117680123,0.0905444126,0.0063037249,1745,0.0131805158,0.0154727794,0.1444126074,0.017765043,0.0091690544,10,0,612,244,303,336,0.1169054441,0.0343839542,0.005730659,0.0979942693,0.0091690544,0.0085959885,0.0263610315,0.0813753582,0.0401146132,-216.4066886
432,0,0.172800926,0.1522309711,0.001312336,762,0.0065616798,0.0209973753,0.217847769,0.0104986877,0.0078740157,10,0,476,257,333,382,0.1627296588,0.0433070866,0.0091863517,0.094488189,0.0433070866,0.0223097113,0.0249343832,0.1089238845,0.0524934383,-216.7818819
484,0,0.752107687,0.075310559,0.011257764,2576,0.0097049689,0.0120341615,0.0931677019,0.0104813665,0.0023291925,12,0,877,234,285,312,0.0659937888,0.0333850932,0.0042701863,0.0947204969,0.0019409938,0.0019409938,0.0322204969,0.0733695652,0.0376552795,-217.1623667
884,0,-0.707503693,0.0702319588,0.006443299,3104,0.0057989691,0.0077319588,0.0705541237,0.0148195876,0.0032216495,13,0,1031,243,291,308,0.0992268041,0.0351159794,0.0032216495,0.0769974227,0.0035438144,0.0077319588,0.0273840206,0.0666881443,0.0383376289,-217.4872204
260,0,0.634524257,0.0359160613,0.0004035513,2478,0.00645682,0.0088781275,0.1307506053,0.0294592413,0.00645682,12,0,942,254,279,331,0.1016949153,0.0423728814,0.0036319613,0.0811138015,0.0052461663,0.0076674738,0.0266343826,0.0306698951,0.0460048426,-217.5708045
820,0,0.651887102,0.1109525508,0.0096325366,2803,0.0089190153,0.0060649304,0.1655369247,0.0060649304,0.0057081698,11,0,991,249,297,327,0.1180877631,0.0396004281,0.0099892972,0.0902604352,0.0445950767,0.0246164823,0.0181947913,0.0663574741,0.0495897253,-217.9821452
774,0,0.247574399,0.0862302483,0.0022573363,2215,0.00496614,0.0126410835,0.2,0.0189616253,0.0063205418,11,0,781,233,291,333,0.1124153499,0.0514672686,0.0054176072,0.0943566591,0.0090293454,0.0099322799,0.0207674944,0.0772009029,0.0568848758,-218.4285275
81,0,-0.243286072,0.1100614077,0.0089749646,2117,0.0146433632,0.012753897,0.1554085971,0.0113367974,0.0023618328,15,0,970,236,305,327,0.1010864431,0.0425129901,0.0051960321,0.129900803,0.0056683987,0.0094473311,0.0340103921,0.104393009,0.0477090222,-218.4546221
623,0,0.432222934,0.1290322581,0.0109970674,1364,0.0073313783,0.0175953079,0.1942815249,0.008797654,0.0109970674,10,0,540,238,323,356,0.1217008798,0.0498533724,0.0073313783,0.116568915,0.0117302053,0.0073313783,0.0241935484,0.1173020528,0.0571847507,-218.6407866
23,0,0.820474777,0.1610738255,0.0005592841,1788,0.0072706935,0.0061521253,0.1549217002,0.0162192394,0.0089485459,10,0,727,276,344,351,0.1705816555,0.0458612975,0.0055928412,0.0889261745,0.062639821,0.0218120805,0.0206935123,0.0984340045,0.0514541387,-218.7819346
640,0,-0.212896825,0.0917767988,0.0066079295,1362,0.0058737151,0.0176211454,0.1916299559,0.0183553598,0.003671072,12,0,793,244,303,363,0.1152716593,0.0550660793,0.0051395007,0.0969162996,0.0095447871,0.0095447871,0.0139500734,0.0822320117,0.06020558,-218.8561138
528,0,0.892905405,0.0861492759,0.0018566654,2693,0.0070553286,0.0070553286,0.1971778685,0.0159673227,0.0014853323,11,0,922,255,305,323,0.1128852581,0.0326773115,0.0074266617,0.0924619384,0.0115113257,0.0074266617,0.0248793167,0.0746379502,0.0401039733,-218.977744
236,0,0.3084014,0.0667522465,0.0019255456,1558,0.0089858793,0.0179717587,0.2143774069,0.0141206675,0.012195122,13,0,550,236,288,355,0.0930680359,0.0532734275,0.0057766367,0.1071887035,0.0019255456,0.001283697,0.0327342747,0.0648267009,0.0590500642,-219.1002728
16,0,0.940096899,0.1111344538,0.0035714286,4760,0.0037815126,0.0027310924,0.1012605042,0.0161764706,0.0006302521,15,0.07,1481,245,290,288,0.1172268908,0.0264705882,0.0039915966,0.0592436975,0.0476890756,0.0168067227,0.0121848739,0.0634453782,0.0304621849,-219.2798464
974,0,0.44506218,0.1714046823,0.0058528428,1196,0.0075250836,0.0175585284,0.1454849498,0.0058528428,0.0058528428,11,0,646,253,337,363,0.1295986622,0.0418060201,0.0075250836,0.0911371237,0.0476588629,0.0234113712,0.0108695652,0.1237458194,0.0493311037,-219.4201438
732,0,0.227479092,0.1290322581,0.0226492793,1457,0.0089224434,0.0144131778,0.074811256,0.0109814688,0.0041180508,10,0.1,596,257,339,351,0.0905971174,0.0487302677,0.0013726836,0.1180507893,0.0041180508,0.0054907344,0.0350034317,0.1249142073,0.0501029513,-220.2114749
614,0,0.422911695,0.052173913,0.0051150895,1955,0.010230179,0.0179028133,0.2025575448,0.010741688,0.000511509,10,0,692,233,268,337,0.0890025575,0.0434782609,0.0030690537,0.1084398977,0.0020460358,0.0066496164,0.0255754476,0.0501278772,0.0465473146,-220.3935456
235,0,0.766061143,0.056768559,0.0019408054,2061,0.0063076177,0.0101892285,0.0965550704,0.0164968462,0.025715672,11,0,673,254,302,346,0.1077147016,0.0562833576,0.0029112082,0.0980106744,0.0101892285,0.0048520136,0.0334788937,0.0465793304,0.0591945657,-220.5397085
657,0,0.333236152,0.0490045942,0.0068912711,1306,0.0038284839,0.0252679939,0.2618683002,0.0061255743,0.0068912711,10,0,564,236,265,366,0.0964777948,0.0313935681,0.0114854518,0.0941807044,0.0153139357,0.0099540582,0.0206738132,0.0336906585,0.0428790199,-220.7171462
716,0,0.056094743,0.081763015,0.0031938678,3131,0.0063877355,0.0070265091,0.1178537209,0.0178856595,0.0031938678,10,0,931,246,301,316,0.0999680613,0.034493772,0.0070265091,0.0769722134,0.0035132546,0.0054295752,0.0319386777,0.0782497605,0.0415202811,-220.8563028
792,0,0.568843594,0.0906555091,0.0083682008,2151,0.0027894003,0.019990702,0.2343096234,0.0185960019,0.0106927011,15,0,857,215,283,319,0.0883310088,0.0320781032,0.0060437006,0.0976290098,0.0051139005,0.0046490005,0.0316132032,0.0855416086,0.0381218038,-220.9435368
635,0,0.263735409,0.05907173,0.005907173,1185,0.0135021097,0.0194092827,0.2261603376,0.0109704641,0.005907173,10,0,387,258,296,372,0.1054852321,0.0421940928,0.0067510549,0.1316455696,0.0050632911,0.0016877637,0.0286919831,0.0540084388,0.0489451477,-221.0981492
960,0,-0.02214328,0.0586380832,0.000630517,1586,0.0081967213,0.0126103405,0.1677175284,0.0100882724,0.0056746532,10,0,564,261,292,368,0.1197982346,0.0409836066,0.0138713745,0.0920554855,0.0176544767,0.0113493064,0.0195460277,0.0409836066,0.0548549811,-221.1024104
569,0,0.843555156,0.0848423877,0.0093896714,2982,0.0063715627,0.0070422535,0.1693494299,0.014084507,0.0167672703,13,0,1008,246,311,318,0.0831656606,0.03722334,0.0067069081,0.0932260228,0.0033534541,0.0063715627,0.0274983233,0.0814889336,0.0439302482,-221.3946398
516,0,0.369151325,0.133748056,0.0181441161,1929,0.009849663,0.0176257128,0.0974598237,0.0119232763,0.00155521,14,0,772,233,320,327,0.0927941939,0.0357698289,0.0025920166,0.1052358735,0.0025920166,0.0062208398,0.0181441161,0.1311560394,0.0383618455,-221.727703
826,0,-0.148709002,0.0594795539,0.005204461,1345,0.0066914498,0.0148698885,0.1420074349,0.0111524164,0.0126394052,11,0,582,271,302,371,0.1152416357,0.0468401487,0.0044609665,0.1026022305,0.024535316,0.0126394052,0.0215613383,0.0349442379,0.0513011152,-221.9611868
798,0,-0.209924306,0.0800367985,0.0064397424,1087,0.009199632,0.0312787489,0.3265869365,0.0018399264,0.0055197792,10,0,448,225,282,371,0.1039558418,0.0459981601,0.0027598896,0.118675253,0.0027598896,0.0027598896,0.0239190432,0.0772769089,0.0487580497,-222.0293998
914,0,0.621732692,0.09218107,0.012345679,2430,0.0082304527,0.0094650206,0.1304526749,0.0111111111,0.00781893,13,0,939,249,310,333,0.1008230453,0.0481481481,0.0041152263,0.1004115226,0.00781893,0.004526749,0.0320987654,0.0843621399,0.0522633745,-222.3909214
28,0,0.248308458,0.1077270164,0.0078962211,1773,0.0090242527,0.0101522843,0.1190073322,0.0095882685,0.0129723632,11,0,775,265,338,350,0.1144952059,0.0473773266,0.0033840948,0.1105470953,0.0056401579,0.002820079,0.0265087422,0.1020868584,0.0507614213,-222.4379968
231,0,0.852303228,0.177204994,0.0008054772,2483,0.003221909,0.0092629883,0.1212243254,0.0144985904,0.003221909,10,0,904,255,318,333,0.1506242449,0.0370519533,0.006443818,0.0612162706,0.0877970197,0.0253725332,0.0136931132,0.0894079742,0.0434957712,-222.6241215
689,0,1.932512711,0.150843223,0.018113679,3202,0.0099937539,0.0043722673,0.1174266084,0.0156152405,0.001561524,12,0,1190,256,346,317,0.1058713304,0.0324797002,0.0074953154,0.0793254216,0.0109306683,0.0103060587,0.0202998126,0.1399125547,0.0399750156,-223.2769909
101,0,0.334358974,0.1201771031,0.009487666,1581,0.0101201771,0.0126502214,0.173940544,0.008855155,0.0006325111,14,0,784,272,330,357,0.1157495256,0.0316255534,0.0075901328,0.0999367489,0.0297280202,0.0151802657,0.0208728653,0.0904490829,0.0392156863,-223.5484968
207,0,1.599075952,0.2127494169,0.0007774035,3859,0.0077740347,0.0059600933,0.1316403213,0.0145115315,0.0036278829,10,0,1156,237,321,299,0.1443379114,0.0292821975,0.0069966313,0.0722985229,0.0888831303,0.0202124903,0.0165846074,0.1238662866,0.0362788287,-224.0232716
723,0,2.066202502,0.2411132543,0.000826674,3629,0.0035822541,0.0057867181,0.2639845688,0.0179112703,0.002480022,11,0,1183,236,332,310,0.1565169468,0.0300358225,0.0135023422,0.0713695233,0.0975475338,0.0286580325,0.0151556903,0.1435657206,0.0435381648,-224.5764205
920,0,0.15740625,0.0669144981,0.0189253126,2959,0.0074349442,0.0091247043,0.1388982764,0.0101385603,0.0047313282,10,0,1017,241,285,327,0.094964515,0.0398783373,0.0094626563,0.0909090909,0.0077728962,0.0060831362,0.0236566408,0.0591416019,0.0493409936,-224.874439
860,0,0.324775013,0.095293434,0.0098779779,1721,0.0046484602,0.0209180709,0.2074375363,0.0069726903,0.0034863451,10,0,730,232,292,351,0.0970366066,0.0337013364,0.011040093,0.0947123765,0.0127832655,0.0092969204,0.012202208,0.0825101685,0.0447414294,-225.3601767
208,0,0.375570033,0.0925426774,0.0035938904,1113,0.0062893082,0.0197663971,0.1796945193,0.004492363,0.0080862534,11,0,460,257,318,385,0.1221922731,0.0539083558,0.0071877808,0.111410602,0.0080862534,0.0053908356,0.0125786164,0.0844564241,0.0610961366,-225.7559523
343,0,1.100174064,0.1167002012,0.0010060362,1988,0.0070422535,0.0095573441,0.1378269618,0.0246478873,0.0095573441,12,0,752,261,340,356,0.120221328,0.0583501006,0.0040241449,0.0940643863,0.0020120724,0.0055331992,0.0246478873,0.1146881288,0.0623742455,-226.9186909
415,0,-0.312917933,0.1022052587,0.0021204411,2358,0.010178117,0.0106022053,0.187446989,0.016115352,0.0029686175,13,0,954,251,310,344,0.1246819338,0.0474978796,0.0072094996,0.0958439355,0.0152671756,0.0114503817,0.018235793,0.0869380831,0.0547073791,-227.0284058
740,0,0.201893096,0.1432160804,0.0025125628,796,0.0025125628,0.0251256281,0.2650753769,0.0100502513,0.0087939698,11,0,421,250,327,405,0.1658291457,0.0489949749,0.0150753769,0.1030150754,0.0364321608,0.0175879397,0.0213567839,0.1067839196,0.0640703518,-227.1464334
702,0,0.278927911,0.1293361884,0.0055674518,2335,0.0102783726,0.0051391863,0.0985010707,0.0239828694,0.0107066381,13,0,1206,274,351,350,0.1310492505,0.0483940043,0.0059957173,0.0967880086,0.0158458244,0.0119914347,0.0149892934,0.113490364,0.0543897216,-227.4475769
443,0,0.225252525,0.0680024287,0.0091074681,1647,0.014571949,0.0085003036,0.1092896175,0.0012143291,0.0012143291,10,0,743,276,317,378,0.0904675167,0.0625379478,0.00667881,0.131147541,0.0030358227,0.0042501518,0.0327868852,0.064966606,0.0692167577,-227.4546211
526,0,0.456185031,0.1070389761,0.0116346713,1719,0.0081442699,0.0104712042,0.1262361838,0.0052356021,0.0034904014,10,0,799,268,335,369,0.119255381,0.0581733566,0.0058173357,0.1064572426,0.0046538685,0.0046538685,0.0244328098,0.1023851076,0.0639906923,-228.2754726
962,0,0.893162084,0.1213572854,0.003992016,2505,0.0071856287,0.0083832335,0.1057884232,0.0111776447,0.0055888224,10,0,860,262,318,343,0.121756487,0.0359281437,0.0099800399,0.1041916168,0.0419161677,0.0143712575,0.0355289421,0.0794411178,0.0459081836,-228.8206589
262,0,1.413420317,0.1293800539,0.0016172507,1855,0.0113207547,0.0177897574,0.0921832884,0.0177897574,0.0032345013,12,0,710,244,327,347,0.1045822102,0.0458221024,0.0016172507,0.1115902965,0.004851752,0.0070080863,0.0339622642,0.1245283019,0.0474393531,-229.9075426
523,0,1.860153257,0.1318236959,0.0230489284,2473,0.0113222806,0.007278609,0.0986655884,0.0157703195,0.0040436717,12,0,879,268,351,338,0.0748079256,0.044076021,0.0020218358,0.1188839466,0.0020218358,0.0060655075,0.0230489284,0.1298018601,0.0460978569,-230.1831541
851,0,0.303403442,0.1464490516,0.0101455668,2267,0.0083811204,0.0092633436,0.1032201147,0.0101455668,0.0048522276,13,0,912,262,347,351,0.1354212616,0.0383767093,0.0114689016,0.0771945302,0.0163211292,0.0141155712,0.008822232,0.1301279224,0.0498456109,-230.3556628
57,0,2.849530445,0.1284578147,0.0038035961,5784,0.007780083,0.0034578147,0.145055325,0.0267980636,0.0072614108,18,0.06,2016,228,300,280,0.1168741355,0.0302558783,0.0057053942,0.0672544952,0.0288727524,0.012966805,0.0143499308,0.0995850622,0.0359612725,-230.4581422
560,0,1.525149701,0.1649665846,0.0073865635,2843,0.0084417868,0.0063313401,0.1259233204,0.0105522336,0.011959198,11,0,1029,261,358,334,0.1266268027,0.0425606753,0.0056278579,0.0823074217,0.0211044671,0.0189940204,0.0242701372,0.1438621175,0.0481885332,-230.6023199
103,0,0.814453125,0.1060786651,0.0115216528,2517,0.0099324593,0.0123162495,0.0949543107,0.0099324593,0.0035756853,11,0,930,248,313,337,0.1056813667,0.0361541518,0.0075486691,0.0969408025,0.010727056,0.0067540723,0.0357568534,0.0953516091,0.0437028208,-231.2582694
156,0,0.476860068,0.0369705671,0.0089734386,2786,0.0086145011,0.0179468772,0.1543431443,0.0035893754,0.0032304379,10,0.1,859,225,252,319,0.0768126346,0.0312275664,0.0043072505,0.0904522613,0.0007178751,0.0035893754,0.0279971285,0.036252692,0.0355348169,-231.2659027
36,0,1.339859763,0.150385208,0.0027734977,3245,0.0058551618,0.0030816641,0.1479198767,0.0209553159,0.001540832,14,0,1102,275,349,339,0.1485362096,0.0425269646,0.0058551618,0.0739599384,0.03605547,0.0160246533,0.0169491525,0.1143297381,0.0483821263,-232.2257808
876,0,0.967874016,0.1279069767,0.0097919217,1634,0.0097919217,0.0201958384,0.1554467564,0.0189718482,0.0140758874,12,0,652,250,337,356,0.1015911873,0.0373317013,0.0042839657,0.1101591187,0.0048959608,0.006119951,0.0250917993,0.1230110159,0.0416156671,-232.253853
721,0,0.717081183,0.1195304162,0.0090715048,1874,0.0080042689,0.0128068303,0.1403415155,0.0085378869,0.0053361793,12,0,809,267,344,360,0.098185699,0.0442902882,0.0048025614,0.1024546425,0.0042689434,0.0032017076,0.0330843116,0.1152614728,0.0490928495,-232.7152119
955,0,0.776761364,0.1246026701,0.0012714558,1573,0.0089001907,0.0158931977,0.1780038144,0.0101716465,0.0120788303,10,0,598,269,333,376,0.1532104259,0.048951049,0.0050858233,0.0839160839,0.0368722187,0.0184361093,0.0158931977,0.0877304514,0.0540368722,-233.3568935
601,0,-0.580145719,0.0904219692,0.0020093771,1493,0.0080375084,0.0241125251,0.2458137977,0.0013395847,0.0093770931,11,0,632,242,305,371,0.1219022103,0.0455458808,0.0053583389,0.1172136638,0.0060281313,0.0060281313,0.0281312793,0.0843938379,0.0509042197,-233.5416547
